transaction_id,transaction_date,description,category,transaction_type,amount,payment_method,expected_category
33,2024-06-28,Gym membership,Pembayaran Langganan,Pengeluaran,200602.0,E-Wallet,Pembayaran Langganan
34,2024-06-13,Cloud storage,Pembayaran Langganan,Pengeluaran,52439.0,E-Wallet,Pembayaran Langganan
35,2024-06-02,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,156047.0,Transfer Bank,Transfer Teman/Keluarga
36,2024-06-14,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,149460.0,Transfer Bank,Transfer Teman/Keluarga
37,2024-06-22,Bensin,Transportasi,Pengeluaran,19640.0,Kartu Debit,Transportasi
38,2024-06-04,Netflix,Pembayaran Langganan,Pengeluaran,28145.0,Kartu Debit,Pembayaran Langganan
39,2024-06-02,Pakaian baru,Belanja Bulanan,Pengeluaran,439410.0,Kartu Debit,Belanja Bulanan
40,2024-06-24,Bayar kos,Tempat Tinggal,Pengeluaran,987008.0,E-Wallet,Tempat Tinggal
41,2024-07-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,108921.0,E-Wallet,Transfer Teman/Keluarga
42,2024-07-14,Tagihan internet,Pulsa & Internet,Pengeluaran,65444.0,Kartu Kredit,Pulsa & Internet
43,2024-07-22,Ojek online,Transportasi,Pengeluaran,27439.0,Kartu Debit,Transportasi
44,2024-08-30,Gaji bulanan,Gaji,Pemasukan,6107965.0,E-Wallet,Gaji
45,2024-08-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,257532.0,E-Wallet,Transfer Teman/Keluarga
46,2024-08-21,Gaji bulanan,Gaji,Pemasukan,6367805.0,Kartu Debit,Gaji
47,2024-08-01,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,126522.0,Kartu Debit,Transfer Teman/Keluarga
48,2024-08-23,Konser,Hiburan,Pengeluaran,400933.0,E-Wallet,Hiburan
49,2024-08-11,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50498.0,Transfer Bank,Tempat Tinggal
50,2024-08-12,Cloud storage,Pembayaran Langganan,Pengeluaran,50697.0,Lainnya,Pembayaran Langganan
51,2024-08-28,Makan malam restoran,Makanan & Minuman,Pengeluaran,330083.0,Kartu Debit,Makanan & Minuman
53,2024-08-08,Kopi,Makanan & Minuman,Pengeluaran,34933.0,Kartu Debit,Makanan & Minuman
54,2024-08-27,Belanja dapur,Makanan & Minuman,Pengeluaran,275985.0,Transfer Bank,Makanan & Minuman
55,2024-08-03,Service AC kos,Tempat Tinggal,Pengeluaran,51691.0,E-Wallet,Tempat Tinggal
56,2024-08-26,Jajan,Makanan & Minuman,Pengeluaran,68099.0,E-Wallet,Makanan & Minuman
57,2024-08-02,Bayar kos,Tempat Tinggal,Pengeluaran,951545.0,Transfer Bank,Tempat Tinggal
58,2024-08-30,Paket data,Pulsa & Internet,Pengeluaran,61522.0,Kartu Kredit,Pulsa & Internet
59,2024-08-17,Service AC kos,Tempat Tinggal,Pengeluaran,51326.0,Kartu Debit,Tempat Tinggal
60,2024-08-30,Bayar kos,Tempat Tinggal,Pengeluaran,885780.0,Tunai,Tempat Tinggal
61,2024-08-09,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,443652.0,Transfer Bank,Belanja Bulanan
62,2024-08-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,77331.0,Transfer Bank,Transfer Teman/Keluarga
63,2024-08-25,Cloud storage,Pembayaran Langganan,Pengeluaran,50755.0,Transfer Bank,Pembayaran Langganan
64,2024-08-28,Makan malam restoran,Makanan & Minuman,Pengeluaran,333904.0,Tunai,Makanan & Minuman
65,2024-08-08,Ojek online,Transportasi,Pengeluaran,81138.0,Kartu Debit,Transportasi
66,2024-08-15,Cloud storage,Pembayaran Langganan,Pengeluaran,54245.0,Transfer Bank,Pembayaran Langganan
67,2024-08-15,Ojek online,Transportasi,Pengeluaran,86413.0,Kartu Debit,Transportasi
68,2024-08-23,Beli makan siang,Makanan & Minuman,Pengeluaran,184759.0,Tunai,Makanan & Minuman
69,2024-08-27,Tagihan internet,Pulsa & Internet,Pengeluaran,50417.0,Kartu Debit,Pulsa & Internet
70,2024-08-07,Netflix,Pembayaran Langganan,Pengeluaran,27977.0,Kartu Debit,Pembayaran Langganan
71,2024-08-14,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,425528.0,Tunai,Belanja Bulanan
72,2024-08-24,Netflix,Pembayaran Langganan,Pengeluaran,28759.0,Kartu Kredit,Pembayaran Langganan
73,2024-08-17,Langganan streaming,Hiburan,Pengeluaran,45562.0,E-Wallet,Hiburan
74,2024-08-05,Langganan streaming,Hiburan,Pengeluaran,48447.0,Transfer Bank,Hiburan
75,2024-08-15,Paket data,Pulsa & Internet,Pengeluaran,64879.0,Kartu Debit,Pulsa & Internet
76,2024-08-08,Gym membership,Pembayaran Langganan,Pengeluaran,200702.0,E-Wallet,Pembayaran Langganan
77,2024-08-10,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,259423.0,E-Wallet,Transfer Teman/Keluarga
78,2024-08-03,Tempat Tinggal,Tempat Tinggal,Pengeluaran,946980.0,Transfer Bank,Tempat Tinggal
79,2024-08-24,Gym membership,Pembayaran Langganan,Pengeluaran,200383.0,Kartu Debit,Pembayaran Langganan
80,2024-08-06,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,431623.0,Tunai,Belanja Bulanan
81,2024-08-14,Spotify Premium,Pembayaran Langganan,Pengeluaran,26902.0,Kartu Kredit,Pembayaran Langganan
82,2024-08-07,Transportasi,Transportasi,Pengeluaran,48599.0,Tunai,Transportasi
83,2024-08-11,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,134071.0,Transfer Bank,Transfer Teman/Keluarga
84,2024-08-19,Jajan,Makanan & Minuman,Pengeluaran,54286.0,Transfer Bank,Makanan & Minuman
85,2024-08-21,Spotify Premium,Pembayaran Langganan,Pengeluaran,29089.0,Kartu Kredit,Pembayaran Langganan
86,2024-08-01,Makan malam restoran,Makanan & Minuman,Pengeluaran,358900.0,Kartu Kredit,Makanan & Minuman
87,2024-08-28,Langganan streaming,Hiburan,Pengeluaran,43631.0,Kartu Debit,Hiburan
88,2024-08-11,Paket data,Pulsa & Internet,Pengeluaran,118424.0,Transfer Bank,Pulsa & Internet
89,2024-08-01,Taksi,Transportasi,Pengeluaran,58106.0,Tunai,Transportasi
90,2024-08-03,Pulsa prabayar,Pulsa & Internet,Pengeluaran,89843.0,Kartu Kredit,Pulsa & Internet
91,2024-08-25,Spotify Premium,Pembayaran Langganan,Pengeluaran,27542.0,E-Wallet,Pembayaran Langganan
92,2024-08-12,Makan malam restoran,Makanan & Minuman,Pengeluaran,310376.0,E-Wallet,Makanan & Minuman
93,2024-08-05,Tagihan internet,Pulsa & Internet,Pengeluaran,149742.0,E-Wallet,Pulsa & Internet
94,2024-08-28,Kopi,Makanan & Minuman,Pengeluaran,53325.0,Kartu Kredit,Makanan & Minuman
95,2024-08-07,Cloud storage,Pembayaran Langganan,Pengeluaran,51834.0,Kartu Kredit,Pembayaran Langganan
96,2024-08-15,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50451.0,Transfer Bank,Tempat Tinggal
3501,2024-08-22,Tiket KRL,Transportasi,Pengeluaran,92744.0,E-Wallet,Transportasi
98,2024-08-19,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51455.0,Transfer Bank,Tempat Tinggal
99,2024-08-23,Service AC kos,Tempat Tinggal,Pengeluaran,50971.0,Tunai,Tempat Tinggal
100,2024-08-27,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,216507.0,Transfer Bank,Transfer Teman/Keluarga
101,2024-08-05,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,427600.0,Kartu Kredit,Belanja Bulanan
102,2024-08-25,Paket data,Pulsa & Internet,Pengeluaran,104808.0,Kartu Kredit,Pulsa & Internet
103,2024-08-29,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51378.0,Tunai,Tempat Tinggal
104,2024-08-14,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50944.0,E-Wallet,Tempat Tinggal
105,2024-08-22,Beli makan siang,Makanan & Minuman,Pengeluaran,115619.0,Transfer Bank,Makanan & Minuman
106,2024-09-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,258709.0,E-Wallet,Transfer Teman/Keluarga
107,2024-09-03,Beli makan siang,Makanan & Minuman,Pengeluaran,152084.0,E-Wallet,Makanan & Minuman
108,2024-09-17,Tagihan internet,Pulsa & Internet,Pengeluaran,60461.0,Kartu Debit,Pulsa & Internet
109,2024-10-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,118673.0,Kartu Debit,Transfer Teman/Keluarga
110,2024-10-05,Tiket KRL,Transportasi,Pengeluaran,95347.0,E-Wallet,Transportasi
111,2024-11-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,257189.0,Transfer Bank,Transfer Teman/Keluarga
112,2024-11-18,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51515.0,Transfer Bank,Tempat Tinggal
113,2024-11-24,Pulsa prabayar,Pulsa & Internet,Pengeluaran,144050.0,Transfer Bank,Pulsa & Internet
114,2024-11-22,Tiket bioskop,Hiburan,Pengeluaran,43974.0,Kartu Debit,Hiburan
115,2024-12-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,215647.0,Kartu Debit,Transfer Teman/Keluarga
116,2024-12-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,173324.0,Kartu Debit,Transfer Teman/Keluarga
117,2024-12-01,Bonus,Gaji,Pemasukan,1232941.0,E-Wallet,Gaji
118,2024-12-07,Bensin,Transportasi,Pengeluaran,88515.0,E-Wallet,Transportasi
119,2024-12-16,Belanja dapur,Makanan & Minuman,Pengeluaran,438884.0,Kartu Kredit,Makanan & Minuman
120,2024-12-27,Konser,Hiburan,Pengeluaran,323621.0,Kartu Kredit,Hiburan
121,2024-12-28,Pulsa prabayar,Pulsa & Internet,Pengeluaran,102357.0,Kartu Kredit,Pulsa & Internet
122,2024-12-18,Pakaian baru,Belanja Bulanan,Pengeluaran,468224.0,Transfer Bank,Belanja Bulanan
123,2025-01-01,Bonus,Gaji,Pemasukan,2356888.0,Kartu Debit,Gaji
124,2025-01-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,284003.0,Kartu Debit,Transfer Teman/Keluarga
125,2025-01-23,Bayar kos,Tempat Tinggal,Pengeluaran,980916.0,Transfer Bank,Tempat Tinggal
126,2025-01-06,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,301075.0,E-Wallet,Belanja Bulanan
127,2025-01-20,Jajan,Makanan & Minuman,Pengeluaran,52185.0,Kartu Kredit,Makanan & Minuman
128,2025-01-27,Tiket KRL,Transportasi,Pengeluaran,67023.0,Kartu Debit,Transportasi
129,2025-01-29,Ojek online,Transportasi,Pengeluaran,50143.0,Transfer Bank,Transportasi
130,2025-01-06,Ojek online,Transportasi,Pengeluaran,24879.0,Tunai,Transportasi
131,2025-01-09,Liburan,Hiburan,Pengeluaran,414686.0,E-Wallet,Hiburan
132,2025-01-02,Kopi,Makanan & Minuman,Pengeluaran,40261.0,Tunai,Makanan & Minuman
133,2025-01-07,Beli makan siang,Makanan & Minuman,Pengeluaran,96693.0,Transfer Bank,Makanan & Minuman
134,2025-01-09,Gym membership,Pembayaran Langganan,Pengeluaran,200588.0,E-Wallet,Pembayaran Langganan
135,2025-02-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,276479.0,Transfer Bank,Transfer Teman/Keluarga
136,2025-02-08,Cloud storage,Pembayaran Langganan,Pengeluaran,52210.0,Transfer Bank,Pembayaran Langganan
137,2025-02-02,Tiket KRL,Transportasi,Pengeluaran,14090.0,Kartu Debit,Transportasi
138,2025-02-12,Service AC kos,Tempat Tinggal,Pengeluaran,50972.0,E-Wallet,Tempat Tinggal
139,2025-02-17,Tagihan internet,Pulsa & Internet,Pengeluaran,73484.0,E-Wallet,Pulsa & Internet
140,2025-02-07,Ojek online,Transportasi,Pengeluaran,68679.0,Transfer Bank,Transportasi
141,2025-03-17,Gaji bulanan,Gaji,Pemasukan,6341213.0,Transfer Bank,Gaji
142,2025-03-19,Paket data,Pulsa & Internet,Pengeluaran,104762.0,Transfer Bank,Pulsa & Internet
143,2025-03-07,Bayar kos,Tempat Tinggal,Pengeluaran,932135.0,E-Wallet,Tempat Tinggal
144,2025-03-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,156128.0,Kartu Debit,Transfer Teman/Keluarga
145,2025-03-30,Beli makan siang,Makanan & Minuman,Pengeluaran,109695.0,Kartu Debit,Makanan & Minuman
146,2025-03-08,Ojek online,Transportasi,Pengeluaran,36549.0,Tunai,Transportasi
147,2025-03-19,Paket data,Pulsa & Internet,Pengeluaran,95694.0,Kartu Debit,Pulsa & Internet
148,2025-03-08,Ojek online,Transportasi,Pengeluaran,81895.0,Kartu Debit,Transportasi
149,2025-03-23,Langganan streaming,Hiburan,Pengeluaran,42859.0,Kartu Debit,Hiburan
150,2025-03-01,Spotify Premium,Pembayaran Langganan,Pengeluaran,23220.0,E-Wallet,Pembayaran Langganan
151,2025-03-27,Jajan,Makanan & Minuman,Pengeluaran,22757.0,Kartu Kredit,Makanan & Minuman
152,2025-03-22,Service AC kos,Tempat Tinggal,Pengeluaran,50938.0,E-Wallet,Tempat Tinggal
153,2025-03-18,Ojek online,Transportasi,Pengeluaran,26787.0,Transfer Bank,Transportasi
3502,2025-03-21,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,238654.0,Tunai,Belanja Bulanan
155,2025-03-24,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,124778.0,E-Wallet,Transfer Teman/Keluarga
156,2025-03-26,Bensin,Transportasi,Pengeluaran,54973.0,Transfer Bank,Transportasi
157,2025-03-04,Konser,Hiburan,Pengeluaran,377133.0,Transfer Bank,Hiburan
158,2025-03-03,Liburan,Hiburan,Pengeluaran,463261.0,Kartu Debit,Hiburan
159,2025-03-20,Pulsa prabayar,Pulsa & Internet,Pengeluaran,136437.0,Kartu Kredit,Pulsa & Internet
160,2025-03-01,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,162198.0,Kartu Debit,Transfer Teman/Keluarga
161,2025-03-30,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,276919.0,Kartu Debit,Transfer Teman/Keluarga
162,2025-03-08,Pulsa prabayar,Pulsa & Internet,Pengeluaran,56893.0,E-Wallet,Pulsa & Internet
163,2025-03-10,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,95251.0,Kartu Debit,Transfer Teman/Keluarga
164,2025-03-24,Gym membership,Pembayaran Langganan,Pengeluaran,200062.0,Kartu Debit,Pembayaran Langganan
165,2025-03-15,Pulsa prabayar,Pulsa & Internet,Pengeluaran,65068.0,Kartu Kredit,Pulsa & Internet
166,2025-03-16,Liburan,Hiburan,Pengeluaran,387064.0,E-Wallet,Hiburan
167,2025-03-11,Liburan,Hiburan,Pengeluaran,438957.0,Transfer Bank,Hiburan
168,2025-03-02,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,244136.0,E-Wallet,Belanja Bulanan
169,2025-03-16,Belanja dapur,Makanan & Minuman,Pengeluaran,516403.0,Kartu Debit,Makanan & Minuman
170,2025-04-08,Gaji bulanan,Gaji,Pemasukan,6154994.0,Transfer Bank,Gaji
171,2025-04-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,112987.0,Kartu Debit,Transfer Teman/Keluarga
172,2025-04-26,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,477135.0,E-Wallet,Belanja Bulanan
173,2025-04-17,Bayar kos,Tempat Tinggal,Pengeluaran,941726.0,E-Wallet,Tempat Tinggal
174,2025-04-16,Taksi,Transportasi,Pengeluaran,39404.0,Tunai,Transportasi
175,2025-04-13,Tagihan internet,Pulsa & Internet,Pengeluaran,101214.0,Kartu Debit,Pulsa & Internet
176,2025-04-24,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,446658.0,Tunai,Belanja Bulanan
177,2025-04-16,Tagihan internet,Pulsa & Internet,Pengeluaran,137303.0,Kartu Debit,Pulsa & Internet
178,2025-04-18,Makan malam restoran,Makanan & Minuman,Pengeluaran,355930.0,Kartu Debit,Makanan & Minuman
179,2025-04-28,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51667.0,Transfer Bank,Tempat Tinggal
180,2025-04-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,271483.0,E-Wallet,Transfer Teman/Keluarga
181,2025-04-01,Pakaian baru,Belanja Bulanan,Pengeluaran,475311.0,Tunai,Belanja Bulanan
182,2025-04-15,Pakaian baru,Belanja Bulanan,Pengeluaran,483759.0,Tunai,Belanja Bulanan
183,2025-04-23,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,403421.0,E-Wallet,Belanja Bulanan
184,2025-04-11,Langganan streaming,Hiburan,Pengeluaran,48896.0,Kartu Kredit,Hiburan
185,2025-04-13,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,276213.0,Transfer Bank,Transfer Teman/Keluarga
186,2025-04-25,Tiket KRL,Transportasi,Pengeluaran,29648.0,Lainnya,Transportasi
187,2025-04-08,Tagihan internet,Pulsa & Internet,Pengeluaran,115915.0,Kartu Debit,Pulsa & Internet
188,2025-04-27,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50616.0,Kartu Debit,Tempat Tinggal
189,2025-04-10,Jajan,Makanan & Minuman,Pengeluaran,17615.0,Kartu Kredit,Makanan & Minuman
190,2025-04-26,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,234060.0,Kartu Kredit,Belanja Bulanan
191,2025-05-22,Gaji bulanan,Gaji,Pemasukan,6269854.0,Kartu Debit,Gaji
192,2025-05-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,296183.0,Kartu Debit,Transfer Teman/Keluarga
193,2025-05-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,175408.0,Kartu Debit,Transfer Teman/Keluarga
194,2025-05-03,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,254703.0,Kartu Debit,Transfer Teman/Keluarga
195,2025-05-20,Service AC kos,Tempat Tinggal,Pengeluaran,50927.0,Kartu Debit,Tempat Tinggal
196,2025-05-06,Tiket bioskop,Hiburan,Pengeluaran,46246.0,Transfer Bank,Hiburan
197,2025-05-24,Bayar kos,Tempat Tinggal,Pengeluaran,889906.0,Kartu Debit,Tempat Tinggal
198,2025-05-10,Netflix,Pembayaran Langganan,Pengeluaran,20899.0,Kartu Debit,Pembayaran Langganan
199,2025-05-23,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50715.0,Tunai,Tempat Tinggal
200,2025-05-13,Bensin,Transportasi,Pengeluaran,18064.0,E-Wallet,Transportasi
201,2025-05-14,Jajan,Makanan & Minuman,Pengeluaran,63803.0,E-Wallet,Makanan & Minuman
202,2025-05-04,Bayar kos,Tempat Tinggal,Pengeluaran,863367.0,E-Wallet,Tempat Tinggal
203,2025-05-21,Konser,Hiburan,Pengeluaran,418206.0,E-Wallet,Hiburan
204,2025-05-22,Paket data,Pulsa & Internet,Pengeluaran,108255.0,Kartu Kredit,Pulsa & Internet
205,2025-05-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,299257.0,E-Wallet,Transfer Teman/Keluarga
206,2025-05-30,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,183757.0,Transfer Bank,Transfer Teman/Keluarga
207,2025-05-03,Tiket bioskop,Hiburan,Pengeluaran,38688.0,Kartu Kredit,Hiburan
208,2025-05-18,Jajan,Makanan & Minuman,Pengeluaran,13405.0,E-Wallet,Makanan & Minuman
209,2025-05-29,Ojek online,Transportasi,Pengeluaran,71596.0,Tunai,Transportasi
210,2025-05-15,Pulsa prabayar,Pulsa & Internet,Pengeluaran,65789.0,E-Wallet,Pulsa & Internet
211,2025-05-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,284355.0,Kartu Debit,Transfer Teman/Keluarga
212,2025-05-09,Tiket KRL,Transportasi,Pengeluaran,68134.0,Tunai,Transportasi
213,2025-05-21,Cloud storage,Pembayaran Langganan,Pengeluaran,52959.0,E-Wallet,Pembayaran Langganan
214,2025-05-03,Liburan,Hiburan,Pengeluaran,364619.0,Kartu Kredit,Hiburan
215,2025-05-15,Taksi,Transportasi,Pengeluaran,47666.0,E-Wallet,Transportasi
216,2025-05-18,Bayar kos,Tempat Tinggal,Pengeluaran,901293.0,Transfer Bank,Tempat Tinggal
217,2025-05-06,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,151635.0,Kartu Debit,Transfer Teman/Keluarga
219,2025-06-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,290436.0,E-Wallet,Transfer Teman/Keluarga
220,2025-06-18,Bonus,Gaji,Pemasukan,2382728.0,E-Wallet,Gaji
221,2025-06-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,75836.0,Kartu Debit,Transfer Teman/Keluarga
222,2025-06-20,Taksi,Transportasi,Pengeluaran,32337.0,Tunai,Transportasi
223,2025-06-27,Pakaian baru,Belanja Bulanan,Pengeluaran,295161.0,Kartu Kredit,Belanja Bulanan
224,2025-06-21,Jajan,Makanan & Minuman,Pengeluaran,17221.0,Transfer Bank,Makanan & Minuman
225,2025-06-20,Pulsa prabayar,Pulsa & Internet,Pengeluaran,93206.0,Kartu Debit,Pulsa & Internet
226,2025-06-18,Netflix,Pembayaran Langganan,Pengeluaran,28974.0,Transfer Bank,Pembayaran Langganan
227,2025-06-15,Langganan streaming,Hiburan,Pengeluaran,41932.0,Transfer Bank,Hiburan
228,2025-06-04,Gym membership,Pembayaran Langganan,Pengeluaran,200320.0,Kartu Kredit,Pembayaran Langganan
229,2025-06-01,Makan malam restoran,Makanan & Minuman,Pengeluaran,729224.0,E-Wallet,Makanan & Minuman
230,2025-06-05,Ojek online,Transportasi,Pengeluaran,39036.0,Transfer Bank,Transportasi
231,2025-06-02,Pulsa prabayar,Pulsa & Internet,Pengeluaran,56572.0,Kartu Debit,Pulsa & Internet
232,2025-06-11,Bayar kos,Tempat Tinggal,Pengeluaran,973696.0,E-Wallet,Tempat Tinggal
233,2025-07-26,Gaji bulanan,Gaji,Pemasukan,6059336.0,Kartu Debit,Gaji
234,2025-07-24,Kopi,Makanan & Minuman,Pengeluaran,68321.0,E-Wallet,Makanan & Minuman
235,2025-07-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,106913.0,E-Wallet,Transfer Teman/Keluarga
236,2025-07-25,Paket data,Pulsa & Internet,Pengeluaran,59808.0,Kartu Debit,Pulsa & Internet
237,2025-07-17,Makan malam restoran,Makanan & Minuman,Pengeluaran,502616.0,Kartu Kredit,Makanan & Minuman
238,2025-07-25,Konser,Hiburan,Pengeluaran,388904.0,Kartu Debit,Hiburan
239,2025-07-23,Tagihan internet,Pulsa & Internet,Pengeluaran,89646.0,E-Wallet,Pulsa & Internet
240,2025-07-11,Service AC kos,Tempat Tinggal,Pengeluaran,50703.0,E-Wallet,Tempat Tinggal
241,2025-07-21,Liburan,Hiburan,Pengeluaran,460354.0,Kartu Kredit,Hiburan
242,2025-07-23,Tiket KRL,Transportasi,Pengeluaran,51091.0,E-Wallet,Transportasi
243,2025-07-01,Langganan streaming,Hiburan,Pengeluaran,46697.0,Kartu Debit,Hiburan
244,2025-07-09,Makan malam restoran,Makanan & Minuman,Pengeluaran,277304.0,E-Wallet,Makanan & Minuman
245,2025-07-23,Netflix,Pembayaran Langganan,Pengeluaran,24868.0,Kartu Debit,Pembayaran Langganan
246,2025-07-02,Konser,Hiburan,Pengeluaran,412537.0,E-Wallet,Hiburan
247,2025-07-19,Jajan,Makanan & Minuman,Pengeluaran,25295.0,E-Wallet,Makanan & Minuman
248,2025-07-02,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50643.0,Transfer Bank,Tempat Tinggal
249,2025-07-02,Pakaian baru,Belanja Bulanan,Pengeluaran,483463.0,Tunai,Belanja Bulanan
250,2025-07-30,Bensin,Transportasi,Pengeluaran,37702.0,Transfer Bank,Transportasi
251,2025-07-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,287708.0,Transfer Bank,Transfer Teman/Keluarga
