transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
55.0,2024-08-03,Service AC kos,Tempat Tinggal,Pengeluaran,51691.0,E-Wallet
56.0,2024-08-26,Jajan,Makanan & Minuman,Pengeluaran,68099.0,E-Wallet
57.0,2024-08-02,Bayar kos,Gaji,Pengeluaran,951545.0,Transfer Bank
58.0,2024-08-30,Paket data,Pulsa & Internet,Pengeluaran,61522.0,Kartu Kredit
59.0,2024-08-17,Service AC kos,Tempat Tinggal,Pengeluaran,51326.0,Kartu Debit
60.0,2024-08-30,Bayar kos,Tempat Tinggal,Pengeluaran,885780.0,Tunai
61.0,2024-08-09,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,443652.0,Transfer Bank
62.0,2024-08-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,77331.0,Transfer Bank
63.0,2024-08-25,Cloud storage,Pembayaran Langganan,Pengeluaran,50755.0,Transfer Bank
64.0,2024-08-28,Makan malam restoran,Pulsa & Internet,Pengeluaran,333904.0,Tunai
65.0,2024-08-08,Ojek online,Transportasi,Pengeluaran,81138.0,Kartu Debit
66.0,2024-08-15,Cloud storage,Pembayaran Langganan,Pengeluaran,54245.0,Transfer Bank
67.0,2024-08-15,Ojek online,Transportasi,Pengeluaran,86413.0,Kartu Debit
68.0,2024-08-23,Beli makan siang,Makanan & Minuman,Pengeluaran,184759.0,Tunai
69.0,2024-08-27,Tagihan internet,Pulsa & Internet,Pengeluaran,50417.0,Kartu Debit
70.0,2024-08-07,Netflix,Pembayaran Langganan,Pengeluaran,27977.0,Kartu Debit
71.0,2024-08-14,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,425528.0,Tunai
72.0,2024-08-24,Netflix,Makanan & Minuman,Pengeluaran,28759.0,Kartu Kredit
73.0,2024-08-17,Langganan streaming,,Pengeluaran,45562.0,E-Wallet
74.0,2024-08-05,Langganan streaming,Hiburan,Pengeluaran,48447.0,Transfer Bank
75.0,2024-08-15,Paket data,Pulsa & Internet,Pengeluaran,64879.0,Kartu Debit
76.0,2024-08-08,Gym membership,Pembayaran Langganan,Pengeluaran,200702.0,E-Wallet
77.0,2024-08-10,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,259423.0,E-Wallet
78.0,2024-08-03,,Tempat Tinggal,Pengeluaran,946980.0,Transfer Bank
79.0,2024-08-24,Gym membership,Pembayaran Langganan,Pengeluaran,200383.0,Kartu Debit
80.0,2024-08-06,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,431623.0,Tunai
81.0,2024-08-14,Spotify Premium,Pembayaran Langganan,Pengeluaran,26902.0,Kartu Kredit
82.0,2024-08-07,,Transportasi,Pengeluaran,48599.0,Tunai
83.0,2024-08-11,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,134071.0,Transfer Bank
84.0,2024-08-19,Jajan,Makanan & Minuman,Pengeluaran,54286.0,Transfer Bank
85.0,2024-08-21,Spotify Premium,Pembayaran Langganan,Pengeluaran,29089.0,Kartu Kredit
86.0,2024-08-01,Makan malam restoran,Makanan & Minuman,Pengeluaran,358900.0,Kartu Kredit
87.0,2024-08-28,Langganan streaming,Hiburan,Pengeluaran,43631.0,Kartu Debit
88.0,2024-08-11,Paket data,Pulsa & Internet,,118424.0,Transfer Bank
89.0,2024-08-01,Taksi,Transportasi,Pengeluaran,58106.0,Tunai
90.0,2024-08-03,Pulsa prabayar,Pulsa & Internet,Pengeluaran,89843.0,Kartu Kredit
91.0,2024-08-25,Spotify Premium,Pembayaran Langganan,Pengeluaran,27542.0,E-Wallet
92.0,2024-08-12,Makan malam restoran,Makanan & Minuman,,310376.0,E-Wallet
93.0,2024-08-05,Tagihan internet,Pulsa & Internet,Pengeluaran,149742.0,E-Wallet
94.0,2024-08-28,Kopi,Pembayaran Langganan,Pengeluaran,53325.0,Kartu Kredit
95.0,2024-08-07,Cloud storage,Pembayaran Langganan,Pengeluaran,51834.0,Kartu Kredit
96.0,2024-08-15,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50451.0,Transfer Bank
,2024-08-22,Tiket KRL,Transportasi,Pengeluaran,92744.0,E-Wallet
98.0,2024-08-19,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51455.0,Transfer Bank
99.0,2024-08-23,Service AC kos,Tempat Tinggal,Pengeluaran,50971.0,Tunai
100.0,2024-08-27,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,216507.0,Transfer Bank
101.0,2024-08-05,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,427600.0,Kartu Kredit
102.0,2024-08-25,Paket data,Pulsa & Internet,Pengeluaran,104808.0,Kartu Kredit
103.0,2024-08-29,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51378.0,Tunai
104.0,2024-08-14,Iuran lingkungan,Tempat Tinggal,Pengeluaran,,E-Wallet
105.0,2024-08-22,Beli makan siang,Makanan & Minuman,Pengeluaran,115619.0,Transfer Bank
106.0,2024-09-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,258709.0,E-Wallet
107.0,2024-09-03,Beli makan siang,Makanan & Minuman,Pengeluaran,152084.0,E-Wallet
108.0,2024-09-17,Tagihan internet,Pulsa & Internet,Pengeluaran,60461.0,Kartu Debit
109.0,2024-10-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,118673.0,Kartu Debit
110.0,2024-10-05,Tiket KRL,Transportasi,Pengeluaran,95347.0,E-Wallet
111.0,2024-11-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,257189.0,Transfer Bank
112.0,2024-11-18,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51515.0,Transfer Bank
113.0,2024-11-24,Pulsa prabayar,Pulsa & Internet,Pengeluaran,144050.0,Transfer Bank
114.0,2024-11-22,Tiket bioskop,Hiburan,Pengeluaran,43974.0,Kartu Debit
115.0,2024-12-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,215647.0,Kartu Debit
116.0,2024-12-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,,Kartu Debit
117.0,2024-12-01,Bonus,Gaji,Pemasukan,1232941.0,E-Wallet
118.0,2024-12-07,Bensin,Transportasi,Pengeluaran,88515.0,E-Wallet
119.0,2024-12-16,Belanja dapur,Makanan & Minuman,Pengeluaran,438884.0,Kartu Kredit
120.0,2024-12-27,Konser,Hiburan,Pengeluaran,323621.0,Kartu Kredit
121.0,2024-12-28,Pulsa prabayar,Pulsa & Internet,Pengeluaran,102357.0,Kartu Kredit
122.0,2024-12-18,Pakaian baru,,Pengeluaran,468224.0,Transfer Bank
123.0,2025-01-01,Bonus,Gaji,Pemasukan,2356888.0,Kartu Debit
124.0,2025-01-13,Kirim uang keluarga,,Pemasukan,284003.0,Kartu Debit
125.0,2025-01-23,Bayar kos,Tempat Tinggal,Pengeluaran,980916.0,Transfer Bank
126.0,2025-01-06,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,301075.0,E-Wallet
127.0,2025-01-20,Jajan,Makanan & Minuman,Pengeluaran,52185.0,Kartu Kredit
128.0,2025-01-27,Tiket KRL,Transportasi,Pengeluaran,67023.0,Kartu Debit
129.0,2025-01-29,Ojek online,Transportasi,Pengeluaran,50143.0,Transfer Bank
130.0,2025-01-06,Ojek online,Transportasi,Pengeluaran,24879.0,Tunai
131.0,2025-01-09,Liburan,Hiburan,Pengeluaran,414686.0,E-Wallet
132.0,2025-01-02,Kopi,Makanan & Minuman,Pengeluaran,40261.0,Tunai
133.0,2025-01-07,Beli makan siang,Makanan & Minuman,Pengeluaran,96693.0,Transfer Bank
134.0,2025-01-09,Gym membership,Pembayaran Langganan,Pengeluaran,200588.0,E-Wallet
135.0,2025-02-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,276479.0,Transfer Bank
136.0,2025-02-08,Cloud storage,Pembayaran Langganan,Pengeluaran,52210.0,Transfer Bank
137.0,2025-02-02,Tiket KRL,Hiburan,Pengeluaran,14090.0,Kartu Debit
138.0,2025-02-12,Service AC kos,Tempat Tinggal,Pengeluaran,50972.0,E-Wallet
139.0,2025-02-17,Tagihan internet,Pulsa & Internet,,73484.0,E-Wallet
140.0,2025-02-07,Ojek online,Transportasi,Pengeluaran,68679.0,Transfer Bank
141.0,2025-03-17,Gaji bulanan,Gaji,Pemasukan,6341213.0,Transfer Bank
142.0,2025-03-19,Paket data,Pulsa & Internet,Pengeluaran,104762.0,Transfer Bank
143.0,2025-03-07,Bayar kos,Tempat Tinggal,Pengeluaran,932135.0,E-Wallet
144.0,2025-03-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,156128.0,Kartu Debit
145.0,2025-03-30,Beli makan siang,Makanan & Minuman,Pengeluaran,109695.0,Kartu Debit
146.0,2025-03-08,Ojek online,Transportasi,Pengeluaran,36549.0,Tunai
147.0,2025-03-19,Paket data,Pulsa & Internet,Pengeluaran,,Kartu Debit
148.0,2025-03-08,Ojek online,Transportasi,Pengeluaran,81895.0,Kartu Debit
149.0,2025-03-23,Langganan streaming,Hiburan,Pengeluaran,,Kartu Debit
150.0,2025-03-01,Spotify Premium,Pembayaran Langganan,Pengeluaran,23220.0,E-Wallet
151.0,2025-03-27,Jajan,Makanan & Minuman,Pengeluaran,22757.0,Kartu Kredit
152.0,2025-03-22,Service AC kos,Tempat Tinggal,Pengeluaran,50938.0,E-Wallet
153.0,2025-03-18,Ojek online,Transportasi,Pengeluaran,26787.0,Transfer Bank
,2025-03-21,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,238654.0,Tunai
155.0,2025-03-24,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,124778.0,E-Wallet
156.0,2025-03-26,Bensin,Transportasi,Pengeluaran,,Transfer Bank
157.0,2025-03-04,Konser,Hiburan,Pengeluaran,377133.0,Transfer Bank
158.0,2025-03-03,Liburan,Hiburan,Pengeluaran,463261.0,Kartu Debit
159.0,2025-03-20,Pulsa prabayar,Pulsa & Internet,Pengeluaran,136437.0,Kartu Kredit
160.0,2025-03-01,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,162198.0,Kartu Debit
161.0,2025-03-30,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,276919.0,Kartu Debit
162.0,2025-03-08,Pulsa prabayar,Pulsa & Internet,Pengeluaran,56893.0,E-Wallet
163.0,2025-03-10,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,95251.0,Kartu Debit
164.0,2025-03-24,Gym membership,Pembayaran Langganan,Pengeluaran,200062.0,Kartu Debit
165.0,2025-03-15,Pulsa prabayar,Pulsa & Internet,Pengeluaran,65068.0,Kartu Kredit
166.0,2025-03-16,Liburan,Hiburan,Pengeluaran,387064.0,E-Wallet
167.0,2025-03-11,Liburan,Hiburan,Pengeluaran,438957.0,Transfer Bank
168.0,2025-03-02,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,244136.0,E-Wallet
169.0,2025-03-16,Belanja dapur,Makanan & Minuman,Pengeluaran,516403.0,Kartu Debit
170.0,2025-04-08,Gaji bulanan,Gaji,Pemasukan,6154994.0,Transfer Bank
171.0,2025-04-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,112987.0,Kartu Debit
172.0,2025-04-26,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,477135.0,E-Wallet
173.0,2025-04-17,Bayar kos,Tempat Tinggal,Pengeluaran,941726.0,E-Wallet
174.0,2025-04-16,Taksi,Transportasi,Pengeluaran,39404.0,Tunai
175.0,2025-04-13,Tagihan internet,Pulsa & Internet,Pengeluaran,101214.0,Kartu Debit
176.0,2025-04-24,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,446658.0,Tunai
177.0,2025-04-16,Tagihan internet,Pulsa & Internet,Pengeluaran,137303.0,Kartu Debit
178.0,2025-04-18,Makan malam restoran,Makanan & Minuman,Pengeluaran,355930.0,Kartu Debit
179.0,2025-04-28,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51667.0,Transfer Bank
180.0,2025-04-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,271483.0,E-Wallet
181.0,2025-04-01,Pakaian baru,Belanja Bulanan,Pengeluaran,475311.0,Tunai
182.0,2025-04-15,Pakaian baru,Belanja Bulanan,Pengeluaran,483759.0,Tunai
183.0,2025-04-23,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,403421.0,E-Wallet
184.0,2025-04-11,Langganan streaming,Hiburan,Pengeluaran,48896.0,Kartu Kredit
185.0,2025-04-13,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,276213.0,Transfer Bank
186.0,2025-04-25,Tiket KRL,Transportasi,Pengeluaran,29648.0,
187.0,2025-04-08,Tagihan internet,Pulsa & Internet,Pengeluaran,115915.0,Kartu Debit
188.0,2025-04-27,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50616.0,Kartu Debit
189.0,2025-04-10,Jajan,Makanan & Minuman,Pengeluaran,17615.0,Kartu Kredit
190.0,2025-04-26,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,234060.0,Kartu Kredit
191.0,2025-05-22,Gaji bulanan,Gaji,Pemasukan,-6269854.0,Kartu Debit
192.0,2025-05-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,296183.0,Kartu Debit
193.0,2025-05-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,175408.0,Kartu Debit
194.0,2025-05-03,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,254703.0,Kartu Debit
195.0,2025-05-20,Service AC kos,Tempat Tinggal,Pengeluaran,50927.0,Kartu Debit
196.0,2025-05-06,Tiket bioskop,Hiburan,Pengeluaran,46246.0,Transfer Bank
197.0,2025-05-24,Bayar kos,Tempat Tinggal,Pengeluaran,889906.0,Kartu Debit
198.0,2025-05-10,Netflix,Pembayaran Langganan,Pengeluaran,20899.0,Kartu Debit
199.0,2025-05-23,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50715.0,Tunai
200.0,2025-05-13,Bensin,Makanan & Minuman,Pengeluaran,18064.0,E-Wallet
201.0,2025-05-14,Jajan,Makanan & Minuman,Pengeluaran,63803.0,E-Wallet
202.0,2025-05-04,Bayar kos,Tempat Tinggal,Pengeluaran,863367.0,E-Wallet
203.0,2025-05-21,Konser,Hiburan,Pengeluaran,418206.0,E-Wallet
204.0,2025-05-22,Paket data,Pulsa & Internet,Pengeluaran,108255.0,Kartu Kredit
205.0,2025-05-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,299257.0,E-Wallet
206.0,2025-05-30,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,183757.0,Transfer Bank
207.0,2025-05-03,Tiket bioskop,Hiburan,Pengeluaran,38688.0,Kartu Kredit
208.0,2025-05-18,Jajan,Makanan & Minuman,Pengeluaran,13405.0,E-Wallet
209.0,2025-05-29,Ojek online,Transportasi,Pengeluaran,71596.0,Tunai
210.0,2025-05-15,Pulsa prabayar,Pulsa & Internet,Pengeluaran,65789.0,E-Wallet
211.0,2025-05-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,284355.0,Kartu Debit
212.0,2025-05-09,Tiket KRL,Transportasi,Pengeluaran,-68134.0,Tunai
213.0,2025-05-21,Cloud storage,Pembayaran Langganan,Pengeluaran,52959.0,E-Wallet
214.0,2025-05-03,Liburan,Hiburan,,364619.0,Kartu Kredit
215.0,2025-05-15,Taksi,Transportasi,Pengeluaran,47666.0,E-Wallet
216.0,2025-05-18,Bayar kos,Tempat Tinggal,Pengeluaran,901293.0,Transfer Bank
217.0,2025-05-06,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,151635.0,Kartu Debit
218.0,,Bayar kos,Tempat Tinggal,Pengeluaran,964066.0,Kartu Debit
219.0,2025-06-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,290436.0,E-Wallet
220.0,2025-06-18,Bonus,Gaji,,2382728.0,E-Wallet
221.0,2025-06-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,75836.0,Kartu Debit
222.0,2025-06-20,Taksi,Transportasi,Pengeluaran,32337.0,Tunai
223.0,2025-06-27,Pakaian baru,Belanja Bulanan,Pengeluaran,295161.0,Kartu Kredit
224.0,2025-06-21,Jajan,Makanan & Minuman,Pengeluaran,17221.0,Transfer Bank
225.0,2025-06-20,Pulsa prabayar,Pulsa & Internet,Pengeluaran,93206.0,Kartu Debit
226.0,2025-06-18,Netflix,Makanan & Minuman,Pengeluaran,28974.0,Transfer Bank
227.0,2025-06-15,Langganan streaming,Hiburan,Pengeluaran,41932.0,Transfer Bank
228.0,2025-06-04,Gym membership,Pembayaran Langganan,Pengeluaran,200320.0,Kartu Kredit
229.0,2025-06-01,Makan malam restoran,Makanan & Minuman,Pengeluaran,729224.0,E-Wallet
230.0,2025-06-05,Ojek online,Transportasi,Pengeluaran,39036.0,Transfer Bank
231.0,2025-06-02,Pulsa prabayar,Pulsa & Internet,Pengeluaran,56572.0,Kartu Debit
232.0,2025-06-11,Bayar kos,Tempat Tinggal,Pengeluaran,973696.0,E-Wallet
233.0,2025-07-26,Gaji bulanan,Gaji,Pemasukan,6059336.0,Kartu Debit
234.0,2025-07-24,Kopi,Makanan & Minuman,Pengeluaran,-68321.0,E-Wallet
235.0,2025-07-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,106913.0,E-Wallet
236.0,2025-07-25,Paket data,Pulsa & Internet,Pengeluaran,59808.0,Kartu Debit
237.0,2025-07-17,Makan malam restoran,Makanan & Minuman,Pengeluaran,502616.0,Kartu Kredit
238.0,2025-07-25,Konser,Hiburan,Pengeluaran,388904.0,Kartu Debit
239.0,2025-07-23,Tagihan internet,Pulsa & Internet,Pengeluaran,89646.0,E-Wallet
240.0,2025-07-11,Service AC kos,Tempat Tinggal,Pengeluaran,50703.0,E-Wallet
241.0,2025-07-21,Liburan,Hiburan,Pengeluaran,460354.0,Kartu Kredit
242.0,2025-07-23,Tiket KRL,Transportasi,Pengeluaran,51091.0,E-Wallet
243.0,2025-07-01,Langganan streaming,Hiburan,Pengeluaran,46697.0,Kartu Debit
244.0,2025-07-09,Makan malam restoran,Makanan & Minuman,Pengeluaran,277304.0,E-Wallet
245.0,2025-07-23,Netflix,Pembayaran Langganan,Pengeluaran,24868.0,Kartu Debit
246.0,2025-07-02,Konser,Hiburan,Pengeluaran,412537.0,E-Wallet
247.0,2025-07-19,Jajan,Makanan & Minuman,Pengeluaran,25295.0,E-Wallet
248.0,2025-07-02,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50643.0,Transfer Bank
249.0,2025-07-02,Pakaian baru,Belanja Bulanan,Pengeluaran,483463.0,Tunai
250.0,2025-07-30,Bensin,,Pengeluaran,37702.0,Transfer Bank
251.0,2025-07-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,287708.0,Transfer Bank
252.0,2025-07-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,145720.0,E-Wallet
253.0,2025-07-25,Jajan,Makanan & Minuman,Pengeluaran,43259.0,Transfer Bank
254.0,2025-07-14,Netflix,Pembayaran Langganan,Pengeluaran,20786.0,Transfer Bank
255.0,2025-07-30,Bayar kos,Tempat Tinggal,Pengeluaran,943985.0,Tunai
256.0,2025-07-02,Tagihan internet,Pulsa & Internet,Pengeluaran,116931.0,E-Wallet
257.0,2025-07-22,Tiket KRL,Transportasi,Pengeluaran,56113.0,Kartu Debit
258.0,2025-07-23,Pulsa prabayar,Pulsa & Internet,Pengeluaran,131845.0,Kartu Kredit
259.0,2025-08-02,Bonus,Gaji,Pemasukan,2316153.0,E-Wallet
260.0,2025-08-10,Bonus,Gaji,Pemasukan,1160869.0,Kartu Debit
261.0,2025-08-28,Bensin,Transportasi,Pengeluaran,69134.0,Tunai
262.0,2025-08-15,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,162534.0,Transfer Bank
263.0,2025-08-26,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,234973.0,Kartu Debit
264.0,2025-08-08,Paket data,Pulsa & Internet,Pengeluaran,149937.0,Kartu Debit
265.0,2025-08-19,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,154690.0,E-Wallet
266.0,2025-08-12,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,458251.0,Transfer Bank
267.0,2025-08-17,Bayar kos,Tempat Tinggal,,936603.0,E-Wallet
268.0,2025-08-25,Pulsa prabayar,Pulsa & Internet,Pengeluaran,84677.0,Transfer Bank
269.0,2025-08-01,Netflix,Pembayaran Langganan,Pengeluaran,22155.0,Kartu Debit
270.0,2025-08-04,Bayar kos,Tempat Tinggal,Pengeluaran,856471.0,Tunai
271.0,2025-09-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,248043.0,E-Wallet
272.0,2025-09-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,129918.0,Transfer Bank
273.0,2025-09-25,Kopi,Makanan & Minuman,Pengeluaran,57289.0,Tunai
,2025-09-07,Jajan,Makanan & Minuman,Pengeluaran,24128.0,Kartu Kredit
275.0,2025-10-29,Bonus,Gaji,Pemasukan,1557958.0,Transfer Bank
276.0,2025-10-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,150488.0,E-Wallet
277.0,2025-10-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,143312.0,Kartu Debit
278.0,2025-10-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,281331.0,E-Wallet
279.0,2025-10-10,Gym membership,Pembayaran Langganan,Pengeluaran,200611.0,E-Wallet
280.0,2025-10-25,Cloud storage,Pembayaran Langganan,Pengeluaran,51630.0,Kartu Debit
281.0,2025-10-07,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,418386.0,Kartu Debit
282.0,,Langganan streaming,Hiburan,Pengeluaran,47134.0,Transfer Bank
283.0,2025-10-08,Pulsa prabayar,Pulsa & Internet,Pengeluaran,129578.0,Transfer Bank
284.0,2025-10-04,Taksi,Transportasi,Pengeluaran,89889.0,Tunai
285.0,2025-10-24,Langganan streaming,Hiburan,Pengeluaran,45948.0,Transfer Bank
286.0,2025-11-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,63369.0,Kartu Debit
287.0,2025-11-27,Gaji bulanan,Hiburan,Pemasukan,6345415.0,Transfer Bank
288.0,2025-11-26,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,217629.0,Kartu Kredit
289.0,2025-11-14,Beli makan siang,Makanan & Minuman,Pengeluaran,148558.0,Tunai
