transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
155.0,2024-10-28,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,4834243.0,Transfer Bank
156.0,2024-10-07,Pembelian barang dagang,Pembelian Stok,Pengeluaran,15677266.0,Transfer Bank
157.0,2024-10-30,Iklan online,Marketing & Promosi,Pengeluaran,6924582.0,Kartu Kredit
158.0,2024-10-30,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,3765201.0,Kartu Debit
159.0,2024-10-03,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,36445035.0,Kartu Kredit
160.0,2024-10-23,Tools desain,Software & Langganan,Pengeluaran,2005620.0,
161.0,2024-10-10,Listrik kantor,Operasional Kantor,Pengeluaran,110501.0,
162.0,2024-10-10,Domain website,Software & Langganan,Pengeluaran,1296419.0,Transfer Bank
163.0,2024-10-16,Pelunasan kredit usaha,Utang & Cicilan,Pengeluaran,,Transfer Bank
164.0,2024-10-24,Pembelian perlengkapan produksi,Pembelian Stok,Pengeluaran,2197116.0,Transfer Bank
165.0,2024-10-07,Bensin operasional,Transportasi & Logistik,Pengeluaran,169362.0,Transfer Bank
166.0,2024-10-19,Domain website,Software & Langganan,Pengeluaran,2066515.0,Kartu Debit
167.0,,Domain website,Software & Langganan,Pengeluaran,1126735.0,Kartu Kredit
168.0,2024-10-30,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,598297.0,Transfer Bank
169.0,2024-10-10,Hosting website,Software & Langganan,Pengeluaran,402189.0,Kartu Debit
170.0,2024-10-24,Biaya transfer,Biaya Bank,Pengeluaran,30160.0,Transfer Bank
171.0,2024-10-06,Pelunasan kredit usaha,Utang & Cicilan,Pengeluaran,48817876.0,Transfer Bank
172.0,2024-10-20,Hosting website,Software & Langganan,Pengeluaran,1452228.0,Kartu Kredit
173.0,2024-10-10,Bensin operasional,Transportasi & Logistik,Pengeluaran,124170.0,E-Wallet
174.0,2024-10-03,Diskon promosi,Marketing & Promosi,Pengeluaran,4599475.0,E-Wallet
175.0,2024-10-02,Biaya MDR kartu,Biaya Bank,Pengeluaran,466730.0,Payment Gateway
176.0,2024-10-09,Biaya transfer,Biaya Bank,Pengeluaran,26502.0,Transfer Bank
177.0,2024-10-24,Diskon promosi,Marketing & Promosi,Pengeluaran,4146383.0,E-Wallet
178.0,2024-10-30,Biaya admin bank,Biaya Bank,Pengeluaran,10485.0,E-Wallet
179.0,2024-10-25,PPN,Pajak & Perizinan,Pengeluaran,41936382.0,Transfer Bank
180.0,2024-10-30,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,23192969.0,Transfer Bank
181.0,2024-10-24,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,8060893.0,Transfer Bank
182.0,2024-10-13,Biaya admin bank,Biaya Bank,Pengeluaran,31239.0,Transfer Bank
183.0,2024-10-07,Selisih kas,Lain-lain,Pengeluaran,172883.0,Transfer Bank
184.0,2024-10-12,Kurir,Transportasi & Logistik,Pengeluaran,1651034.0,Transfer Bank
185.0,2024-10-22,Uang lembur,Gaji & Karyawan,Pengeluaran,1174696.0,Transfer Bank
186.0,2024-10-07,Cetak brosur,Marketing & Promosi,Pengeluaran,2908980.0,Kartu Kredit
187.0,2024-10-01,Bunga pinjaman,Utang & Cicilan,Pengeluaran,3666553.0,Transfer Bank
188.0,2024-10-04,Biaya admin bank,Biaya Bank,Pengeluaran,18520.0,Transfer Bank
189.0,2024-10-02,Listrik kantor,Operasional Kantor,Pengeluaran,949531.0,Kartu Debit
190.0,2024-10-07,Biaya MDR kartu,Biaya Bank,Pengeluaran,672292.0,QRIS
191.0,2024-10-15,Selisih kas,Lain-lain,Pengeluaran,250601.0,E-Wallet
192.0,2024-10-19,Kurir,Transportasi & Logistik,Pengeluaran,1594504.0,E-Wallet
193.0,2024-10-03,Reimbursement karyawan,Gaji & Karyawan,Pengeluaran,1828311.0,Transfer Bank
194.0,2024-10-11,Pembelian furniture kantor,Penjualan,Pengeluaran,4300635.0,Kartu Kredit
195.0,2024-10-19,Event marketing,Marketing & Promosi,Pengeluaran,4777552.0,Kartu Kredit
196.0,2024-10-17,Bonus karyawan,Gaji & Karyawan,Pengeluaran,4651164.0,Transfer Bank
197.0,2024-10-15,Langganan software akuntansi,Software & Langganan,Pengeluaran,2412909.0,Kartu Kredit
198.0,2024-10-08,Pembelian printer,Peralatan & Aset,Pengeluaran,8495955.0,Kartu Debit
199.0,2024-10-13,Kebersihan kantor,Operasional Kantor,Pengeluaran,378880.0,Kartu Kredit
200.0,,Parkir operasional,Transportasi & Logistik,Pengeluaran,367019.0,Kartu Kredit
201.0,2024-10-27,Event marketing,Marketing & Promosi,Pengeluaran,14903209.0,E-Wallet
202.0,2024-10-27,Parkir operasional,Transportasi & Logistik,Pengeluaran,167809.0,Kartu Debit
203.0,2024-10-25,Restock produk,Pembelian Stok,Pengeluaran,15684142.0,Kartu Debit
204.0,2024-10-03,ATK,Operasional Kantor,Pengeluaran,809456.0,Transfer Bank
205.0,2024-10-16,Biaya tak terduga,Lain-lain,Pengeluaran,4896239.0,Tunai
206.0,2024-10-04,Biaya transfer,Biaya Bank,Pengeluaran,15865.0,Kartu Debit
207.0,2024-10-28,Perawatan aset,Peralatan & Aset,Pengeluaran,2877940.0,Transfer Bank
208.0,2024-10-03,Biaya admin bank,Biaya Bank,Pengeluaran,5623.0,Payment Gateway
209.0,2024-10-18,Listrik kantor,Operasional Kantor,Pengeluaran,703789.0,Tunai
210.0,2024-10-26,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,10206641.0,Kartu Debit
211.0,2024-10-25,Sewa kantor,Operasional Kantor,Pengeluaran,4833793.0,Kartu Debit
212.0,2024-10-09,PPh,Pajak & Perizinan,Pengeluaran,18781452.0,Transfer Bank
213.0,2024-10-14,Gaji karyawan,Gaji & Karyawan,Pengeluaran,,Transfer Bank
214.0,2024-10-15,Biaya ekspedisi,Transportasi & Logistik,Pengeluaran,2808760.0,Transfer Bank
215.0,2024-10-21,Air kantor,Operasional Kantor,Pengeluaran,1454178.0,Tunai
216.0,2024-10-23,Selisih kas,Lain-lain,Pengeluaran,413158.0,Transfer Bank
217.0,2024-10-23,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,10217712.0,Transfer Bank
218.0,2024-10-29,Pembelian printer,Peralatan & Aset,Pengeluaran,14136848.0,Kartu Kredit
219.0,2024-10-10,Perawatan aset,Peralatan & Aset,Pengeluaran,3388799.0,Kartu Debit
220.0,2024-10-13,Kebersihan kantor,Operasional Kantor,Pengeluaran,306970.0,Tunai
221.0,2024-10-27,Bunga pinjaman,Utang & Cicilan,Pengeluaran,4513887.0,Transfer Bank
222.0,2024-10-07,ATK,Operasional Kantor,Pengeluaran,708964.0,Tunai
223.0,2024-10-22,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,8153893.0,Kartu Kredit
224.0,2024-10-09,Biaya endorsement,Modal & Investasi,Pengeluaran,5773925.0,Kartu Debit
225.0,2024-10-03,Kurir,Transportasi & Logistik,Pengeluaran,949059.0,Kartu Debit
226.0,2024-10-14,Bonus karyawan,,Pengeluaran,5406622.0,Transfer Bank
227.0,2024-10-15,Langganan software akuntansi,Software & Langganan,Pengeluaran,2143566.0,E-Wallet
228.0,2024-10-13,Cetak brosur,Marketing & Promosi,Pengeluaran,1853641.0,Kartu Debit
229.0,2024-10-13,Koreksi transaksi,Lain-lain,Pengeluaran,277865.0,E-Wallet
230.0,2024-10-30,Biaya tak terduga,Lain-lain,Pengeluaran,8094699.0,E-Wallet
231.0,2024-10-03,Refund pelanggan,Lain-lain,Pengeluaran,4035954.0,E-Wallet
232.0,2024-10-05,Cetak brosur,Marketing & Promosi,Pengeluaran,4561895.0,Transfer Bank
233.0,2024-10-11,Biaya endorsement,Marketing & Promosi,Pengeluaran,10393102.0,E-Wallet
234.0,2024-10-23,Pelunasan kredit usaha,Utang & Cicilan,Pengeluaran,46707483.0,Transfer Bank
235.0,2024-11-24,Pendapatan marketplace,Penjualan,Pemasukan,4208441.0,Tunai
236.0,2024-11-22,Pendapatan proyek,Penjualan,,18476748.0,Payment Gateway
237.0,2024-11-20,Penjualan jasa,Penjualan,Pemasukan,3595377.0,Tunai
238.0,2024-11-11,Tambahan modal operasional,Modal & Investasi,Pemasukan,13045200.0,Transfer Bank
239.0,2024-11-11,Setoran modal pemilik,Modal & Investasi,Pemasukan,32100000.0,Transfer Bank
240.0,2024-11-26,Cicilan pelanggan,Piutang,,393858.0,Transfer Bank
241.0,2024-11-25,Pendapatan proyek,Penjualan,Pemasukan,12165333.0,QRIS
242.0,2024-11-13,DP dari pelanggan,Piutang,Pemasukan,1475618.0,QRIS
243.0,2024-11-22,Pembelian printer,Peralatan & Aset,Pengeluaran,4215919.0,Kartu Debit
244.0,2024-11-20,Hosting website,Software & Langganan,,661136.0,Kartu Kredit
245.0,2024-11-02,Biaya payment gateway,Biaya Bank,Pengeluaran,924373.0,Payment Gateway
246.0,2024-11-18,Biaya endorsement,Marketing & Promosi,Pengeluaran,12462120.0,Transfer Bank
247.0,2024-11-08,Pembelian barang dagang,Pembelian Stok,Pengeluaran,13954489.0,Tunai
248.0,2024-11-29,Listrik kantor,Operasional Kantor,Pengeluaran,1193500.0,Tunai
249.0,2024-11-13,Ongkos kirim,Transportasi & Logistik,Pengeluaran,-967254.0,Tunai
250.0,2024-11-06,Biaya endorsement,Marketing & Promosi,Pengeluaran,18040982.0,Transfer Bank
251.0,2024-11-25,Pembelian bahan baku,Pembelian Stok,Pengeluaran,14885369.0,E-Wallet
252.0,2024-11-14,Refund pelanggan,Lain-lain,Pengeluaran,1831110.0,Tunai
253.0,2024-12-18,Pelunasan invoice,Piutang,Pemasukan,2120354.0,QRIS
254.0,2024-12-29,Investasi investor,Modal & Investasi,Pemasukan,52356923.0,Transfer Bank
255.0,2024-12-15,Pendapatan marketplace,Penjualan,Pemasukan,2662065.0,QRIS
256.0,2024-12-05,Tambahan modal operasional,Modal & Investasi,Pemasukan,6951347.0,Transfer Bank
257.0,2024-12-27,Pembayaran piutang pelanggan,Piutang,Pemasukan,11333401.0,Transfer Bank
258.0,2024-12-25,Penjualan produk,Penjualan,Pemasukan,1204670.0,QRIS
259.0,2024-12-20,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,522322.0,Transfer Bank
260.0,2024-12-18,Hosting website,Software & Langganan,Pengeluaran,252062.0,E-Wallet
261.0,2024-12-29,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,1136318.0,Transfer Bank
262.0,2024-12-29,Biaya admin bank,Biaya Bank,Pengeluaran,45114.0,Payment Gateway
263.0,2024-12-05,Konsultan pajak,Pajak & Perizinan,Pengeluaran,9930853.0,Transfer Bank
264.0,2024-12-25,Selisih kas,Lain-lain,Pengeluaran,263956.0,Transfer Bank
265.0,2024-12-30,,Pembelian Stok,Pengeluaran,6987164.0,E-Wallet
266.0,2024-12-29,Event marketing,Marketing & Promosi,Pengeluaran,5404417.0,E-Wallet
267.0,2024-12-17,Kurir,Transportasi & Logistik,Pengeluaran,728980.0,Kartu Debit
268.0,2024-12-03,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,326126.0,Transfer Bank
269.0,2024-12-27,Bunga pinjaman,Utang & Cicilan,Pengeluaran,3061404.0,Transfer Bank
270.0,2024-12-04,Influencer marketing,Marketing & Promosi,Pengeluaran,15787617.0,Kartu Debit
271.0,2024-12-19,Biaya ekspedisi,Transportasi & Logistik,Pengeluaran,2021200.0,Transfer Bank
272.0,2024-12-02,Refund pelanggan,Lain-lain,Pengeluaran,4277694.0,E-Wallet
273.0,2024-12-02,Parkir operasional,Transportasi & Logistik,Pengeluaran,272607.0,Tunai
274.0,2024-12-22,Internet kantor,Operasional Kantor,Pengeluaran,1098787.0,Transfer Bank
275.0,2024-12-24,Biaya endorsement,Marketing & Promosi,Pengeluaran,8144402.0,Transfer Bank
276.0,2024-12-29,Biaya endorsement,Marketing & Promosi,Pengeluaran,5774996.0,Kartu Debit
277.0,2025-01-09,Pendapatan toko offline,Penjualan,Pemasukan,1542146.0,Transfer Bank
278.0,2025-01-03,Penjualan jasa,Penjualan,Pemasukan,2467032.0,Tunai
279.0,2025-01-30,Penjualan jasa,Penjualan,Pemasukan,22473206.0,Transfer Bank
280.0,2025-01-23,Cicilan pelanggan,Piutang,Pemasukan,1773876.0,Transfer Bank
281.0,2025-01-12,Pinjaman usaha,Modal & Investasi,Pemasukan,65173917.0,Transfer Bank
